source,doy1998,station_wq_chl,latitude,longitude,field_coords,date,depth,tide,chlorophyll
EMP,1779,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2002-11-14,9.7536,High Slack,1.3
EMP,1807,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2002-12-12,10.48512,High Slack,1.55
EMP,1839,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2003-01-13,14.7828,High Slack,0.68
EMP,1867,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2003-02-10,11.5824,High Slack,1.17
EMP,1927,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2003-04-11,11.03376,High Slack,4.88
EMP,1958,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2003-05-12,10.271760000000002,High Slack,5.4
EMP,1987,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2003-06-10,12.58824,High Slack,4.64
EMP,2029,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2003-07-22,19.812,High Slack,2.36
EMP,2045,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2003-08-07,11.61288,High Slack,2.72
EMP,2073,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2003-09-04,9.6012,High Slack,2.14
EMP,2119,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2003-10-20,9.966960000000002,High Slack,2.31
EMP,2149,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2003-11-19,9.69264,High Slack,1.08
EMP,2178,EMP EZ2,38.076075714285714,-121.8277035820106,FALSE,2003-12-18,10.9728,High Slack,0.98
EMP,2212,EMP EZ2,38.0505,-121.8845,TRUE,2004-01-21,13.04544,High Slack,0.81
EMP,2241,EMP EZ2,38.0463,-121.9183,TRUE,2004-02-19,14.0208,High Slack,0.87
EMP,2268,EMP EZ2,38.0599,-121.99,TRUE,2004-03-17,13.68552,High Slack,2.16
EMP,2297,EMP EZ2,38.0597,-121.9882,TRUE,2004-04-15,12.8016,High Slack,3.88
EMP,2325,EMP EZ2,38.0522,-121.8787,TRUE,2004-05-13,14.9352,High Slack,3.18
EMP,2352,EMP EZ2,38.0845,-121.7391,TRUE,2004-06-09,9.84504,High Slack,3.23
EMP,2381,EMP EZ2,38.0747,-121.7697,TRUE,2004-07-08,10.30224,High Slack,2.63
EMP,2428,EMP EZ2,38.0723,-121.773,TRUE,2004-08-24,9.41832,High Slack,2.2
EMP,2458,EMP EZ2,38.0845,-121.7391,TRUE,2004-09-23,10.72896,High Slack,1.5
EMP,2486,EMP EZ2,38.1067,-121.7163,TRUE,2004-10-21,9.17448,High Slack,1.71
EMP,2518,EMP EZ2,38.0688,-121.7815,TRUE,2004-11-22,11.21664,High Slack,1.05
EMP,2547,EMP EZ2,38.0845,-121.7391,TRUE,2004-12-21,10.75944,High Slack,0.62
EMP,2577,EMP EZ2,38.0555,-121.8743,TRUE,2005-01-20,15.57528,High Slack,0.8
EMP,2605,EMP EZ2,38.0638,-121.8535,TRUE,2005-02-17,14.41704,High Slack,0.68
EMP,2638,EMP EZ2,38.0463,-121.9183,TRUE,2005-03-22,14.9352,High Slack,1.87
EMP,2666,EMP EZ2,38.0535,-121.9477,TRUE,2005-04-19,15.97152,High Slack,2.99
EMP,2696,EMP EZ2,38.0631,-122.0264,TRUE,2005-05-19,11.61288,High Slack,2.58
EMP,2724,EMP EZ2,38.0582,-121.9668,TRUE,2005-06-16,12.37488,High Slack,2.84
EMP,2752,EMP EZ2,38.0495,-121.888,TRUE,2005-07-14,12.52728,High Slack,3.52
EMP,2780,EMP EZ2,38.0602,-121.7939,TRUE,2005-08-11,11.76528,High Slack,2.18
EMP,2826,EMP EZ2,38.0633,-121.7937,TRUE,2005-09-26,11.70432,High Slack,1.9
EMP,2855,EMP EZ2,38.0977,-121.7282,TRUE,2005-10-25,7.83336,High Slack,2.38
EMP,2883,EMP EZ2,38.0995,-121.728,TRUE,2005-11-22,10.33272,High Slack,1.26
EMP,2913,EMP EZ2,38.0605,-121.8092,TRUE,2005-12-22,12.4968,High Slack,0.91
EMP,2946,EMP EZ2,38.0587,-121.9728,TRUE,2006-01-24,13.746480000000002,High Slack,1.12
EMP,2975,EMP EZ2,38.0475,-121.89,TRUE,2006-02-22,12.89304,High Slack,1.83
EMP,3004,EMP EZ2,38.0662,-122.0447,TRUE,2006-03-23,13.04544,High Slack,3.62
EMP,3037,EMP EZ2,38.0375,-122.1738,TRUE,2006-04-25,15.81912,High Slack,2.95
EMP,3064,EMP EZ2,38.0602,-122.0682,TRUE,2006-05-22,15.24,High Slack,2
EMP,3099,EMP EZ2,38.0638,-122.03,TRUE,2006-06-26,12.192,High Slack,2.21
EMP,3122,EMP EZ2,38.0575,-121.8708,TRUE,2006-07-19,15.6972,High Slack,2.58
EMP,3150,EMP EZ2,38.0625,-121.8205,TRUE,2006-08-16,11.43,High Slack,2.7
EMP,3179,EMP EZ2,38.0618,-121.7985,TRUE,2006-09-14,11.82624,High Slack,2.04
EMP,3211,EMP EZ2,38.0727,-121.767,TRUE,2006-10-16,8.93064,High Slack,1.55
EMP,3240,EMP EZ2,38.106,-121.717,TRUE,2006-11-14,7.58952,High Slack,1.46
EMP,3268,EMP EZ2,38.1032,-121.7232,TRUE,2006-12-12,10.2108,High Slack,1.04
EMP,3303,EMP EZ2,38.0845,-121.7391,TRUE,2007-01-16,10.08888,High Slack,1.07
EMP,3332,EMP EZ2,38.0497,-121.8843,TRUE,2007-02-14,13.19784,High Slack,1.19
EMP,3359,EMP EZ2,38.0625,-121.8205,TRUE,2007-03-13,11.94816,High Slack,1.41
EMP,3389,EMP EZ2,38.0566,-121.8713,TRUE,2007-04-12,15.24,High Slack,4.73
EMP,3417,EMP EZ2,38.0625,-121.8205,TRUE,2007-05-10,10.850880000000002,High Slack,2.02
EMP,3449,EMP EZ2,38.0645,-121.8342,TRUE,2007-06-11,12.192,High Slack,2.4
EMP,3488,EMP EZ2,38.0655,-121.7868,TRUE,2007-07-20,10.48512,High Slack,2.17
EMP,3519,EMP EZ2,38.0662,-121.7855,TRUE,2007-08-20,9.814560000000002,High Slack,2.27
EMP,3549,EMP EZ2,38.0763,-121.7675,TRUE,2007-09-19,9.93648,High Slack,1.95
EMP,3577,EMP EZ2,38.0922,-121.7357,TRUE,2007-10-17,9.6012,High Slack,1.25
EMP,3606,EMP EZ2,38.0933,-121.7368,TRUE,2007-11-15,9.35736,High Slack,2.72
EMP,3638,EMP EZ2,38.0913,-121.7393,TRUE,2007-12-17,8.77824,High Slack,1.76
EMP,3668,EMP EZ2,38.0518,-121.8807,TRUE,2008-01-16,14.41704,High Slack,0.93
EMP,3698,EMP EZ2,38.049,-121.9153,TRUE,2008-02-15,11.70432,High Slack,0.73
EMP,3726,EMP EZ2,38.0548,-121.8723,TRUE,2008-03-14,11.97864,High Slack,1.16
EMP,3757,EMP EZ2,38.0603,-121.8,TRUE,2008-04-14,13.04544,High Slack,8.12
EMP,3785,EMP EZ2,38.0584,-121.8051,TRUE,2008-05-12,11.97864,High Slack,5.13
EMP,3815,EMP EZ2,38.0612,-121.8128,TRUE,2008-06-11,12.58824,High Slack,3.09
EMP,3843,EMP EZ2,38.0825,-121.7535,TRUE,2008-07-09,9.906,High Slack,2.45
EMP,3876,EMP EZ2,38.0972,-121.7293,TRUE,2008-08-11,9.11352,High Slack,2.92
EMP,3901,EMP EZ2,38.0995,-121.7293,TRUE,2008-09-05,8.59536,High Slack,2.65
EMP,3932,EMP EZ2,38.0972,-121.7318,TRUE,2008-10-06,9.08304,High Slack,2.2
EMP,3976,EMP EZ2,38.1197,-121.7018,TRUE,2008-11-19,9.66216,High Slack,1.68
EMP,3992,EMP EZ2,38.1168,-121.7037,TRUE,2008-12-05,9.20496,High Slack,1.11
EMP,4034,EMP EZ2,38.0985,-121.7302,TRUE,2009-01-16,8.71728,High Slack,1.69
EMP,4068,EMP EZ2,38.065,-121.8375,TRUE,2009-02-19,12.92352,High Slack,1.78
EMP,4097,EMP EZ2,38.0502,-121.8807,TRUE,2009-03-20,11.55192,High Slack,1.42
EMP,4125,EMP EZ2,38.0463,-121.9183,TRUE,2009-04-17,12.83208,High Slack,3.02
EMP,4156,EMP EZ2,38.0517,-121.877,TRUE,2009-05-18,12.13104,High Slack,3.81
EMP,4186,EMP EZ2,38.061,-121.865,TRUE,2009-06-17,13.68552,High Slack,2.38
EMP,4214,EMP EZ2,38.061,-121.7992,TRUE,2009-07-15,11.21664,High Slack,2.49
EMP,4244,EMP EZ2,38.071,-121.7775,TRUE,2009-08-14,9.72312,High Slack,1.8
EMP,4272,EMP EZ2,38.0845,-121.7391,TRUE,2009-09-11,9.57072,High Slack,2.36
EMP,4300,EMP EZ2,38.1002,-121.7257,TRUE,2009-10-09,8.6868,High Slack,1.77
EMP,4328,EMP EZ2,38.0942,-121.7357,TRUE,2009-11-06,9.47928,High Slack,1.93
EMP,4362,EMP EZ2,38.1257,-121.6968,TRUE,2009-12-10,9.966960000000002,High Slack,2.62
EMP,4391,EMP EZ2,38.088,-121.7432,TRUE,2010-01-08,9.69264,High Slack,1.84
EMP,4424,EMP EZ2,38.0697,-121.9908,TRUE,2010-02-10,13.83792,High Slack,0.97
EMP,4452,EMP EZ2,38.0599,-121.99,TRUE,2010-03-10,12.52728,High Slack,1.29
EMP,4480,EMP EZ2,38.0485,-121.8882,TRUE,2010-04-07,12.557760000000002,High Slack,5.13
EMP,4510,EMP EZ2,38.059,-121.967,TRUE,2010-05-07,11.18616,High Slack,4.89
EMP,4538,EMP EZ2,38.0588,-121.9673,TRUE,2010-06-04,13.62456,High Slack,4.42
EMP,4570,EMP EZ2,38.0625,-121.8205,TRUE,2010-07-06,9.99744,High Slack,3.43
EMP,4599,EMP EZ2,38.0625,-121.8205,TRUE,2010-08-04,11.5824,High Slack,3.19
EMP,4641,EMP EZ2,38.0783,-121.7633,TRUE,2010-09-15,10.72896,High Slack,2.55
EMP,4670,EMP EZ2,38.0845,-121.7391,TRUE,2010-10-14,10.3632,High Slack,2.02
EMP,4702,EMP EZ2,38.1017,-121.7225,TRUE,2010-11-15,8.2296,High Slack,2.05
EMP,4732,EMP EZ2,38.0608,-121.814,TRUE,2010-12-15,12.954,High Slack,1.08
EMP,4762,EMP EZ2,38.0533,-121.8743,TRUE,2011-01-14,10.45464,High Slack,0.74
EMP,4793,EMP EZ2,38.0668,-121.7902,TRUE,2011-02-14,11.49096,High Slack,1.5
EMP,4821,EMP EZ2,38.0532,-121.9465,TRUE,2011-03-14,16.6116,High Slack,2.05
EMP,4852,EMP EZ2,38.041,-122.115,TRUE,2011-04-14,12.0396,High Slack,3.76
EMP,4884,EMP EZ2,38.0595,-122.0702,TRUE,2011-05-16,13.68552,High Slack,6.09
EMP,4907,EMP EZ2,38.064,-122.0317,TRUE,2011-06-08,11.2776,High Slack,2.56
EMP,4937,EMP EZ2,38.066,-122.0432,TRUE,2011-07-08,11.46048,High Slack,4.78
EMP,4983,EMP EZ2,38.0623,-121.861,TRUE,2011-08-23,18.288,High Slack,2.96
EMP,5012,EMP EZ2,38.0625,-121.8205,TRUE,2011-09-21,11.36904,High Slack,4.76
EMP,5040,EMP EZ2,38.0549,-121.8742,TRUE,2011-10-19,14.478000000000002,High Slack,2.39
EMP,5070,EMP EZ2,38.0845,-121.7391,TRUE,2011-11-18,9.20496,High Slack,5.13
EMP,5101,EMP EZ2,38.0845,-121.7391,TRUE,2011-12-19,10.63752,High Slack,1.29
EMP,5132,EMP EZ2,38.1032,-121.7232,TRUE,2012-01-19,10.18032,High Slack,2.51
EMP,5159,EMP EZ2,38.0603,-121.8048,TRUE,2012-02-15,13.35024,High Slack,1.71
EMP,5189,EMP EZ2,38.0678,-121.7833,TRUE,2012-03-16,10.94232,High Slack,1.7
EMP,5217,EMP EZ2,38.0519,-121.9357,TRUE,2012-04-13,12.100560000000002,High Slack,2.82
EMP,5248,EMP EZ2,38.0579,-121.9629,TRUE,2012-05-14,12.61872,High Slack,14.6
EMP,5278,EMP EZ2,38.0669,-121.7842,TRUE,2012-06-13,10.5156,High Slack,2.87
EMP,5306,EMP EZ2,38.0625,-121.8205,TRUE,2012-07-11,9.93648,High Slack,4.9
EMP,5335,EMP EZ2,38.0625,-121.8205,TRUE,2012-08-09,11.06424,High Slack,2.7
EMP,5364,EMP EZ2,38.0752,-121.769,TRUE,2012-09-07,10.42416,High Slack,2.33
EMP,5395,EMP EZ2,38.0845,-121.7391,TRUE,2012-10-08,9.20496,High Slack,46.9
EMP,5425,EMP EZ2,38.1179,-121.7027,TRUE,2012-11-07,9.50976,High Slack,1.66
EMP,5458,EMP EZ2,38.0599,-121.99,TRUE,2012-12-10,13.167360000000002,High Slack,0.81
EMP,5501,EMP EZ2,38.0622,-121.8146,TRUE,2013-01-22,11.39952,High Slack,1.1
EMP,5531,EMP EZ2,38.0633,-121.8613,TRUE,2013-02-21,16.67256,High Slack,2.21
EMP,5560,EMP EZ2,38.0612,-121.8191,TRUE,2013-03-22,10.45464,High Slack,37.38
EMP,5591,EMP EZ2,38.0659,-121.7794,TRUE,2013-04-22,9.66216,High Slack,13.46
EMP,5619,EMP EZ2,38.0642,-121.8302,TRUE,2013-05-20,10.91184,High Slack,2.38
EMP,5648,EMP EZ2,38.0605,-121.8059,TRUE,2013-06-18,12.22248,High Slack,2.45
EMP,5677,EMP EZ2,38.0643,-121.7913,TRUE,2013-07-17,10.42416,High Slack,2.46
EMP,5705,EMP EZ2,38.0688,-121.7802,TRUE,2013-08-14,9.11352,High Slack,2.81
EMP,5747,EMP EZ2,38.0807,-121.7607,TRUE,2013-09-25,9.08304,High Slack,2.47
EMP,5763,EMP EZ2,38.0998,-121.7283,TRUE,2013-10-11,9.35736,High Slack,2.71
EMP,5795,EMP EZ2,38.1192,-121.7017,TRUE,2013-11-12,9.11352,High Slack,2.24
EMP,5824,EMP EZ2,38.119,-121.702,TRUE,2013-12-11,9.17448,High Slack,1.84
EMP,5854,EMP EZ2,38.1397,-121.6908,TRUE,2014-01-10,11.76528,High Slack,2.8
EMP,5885,EMP EZ2,38.1068,-121.7173,TRUE,2014-02-10,10.33272,High Slack,2.54
EMP,5913,EMP EZ2,38.0582,-121.8693,TRUE,2014-03-10,13.77696,High Slack,3.07
EMP,5943,EMP EZ2,38.0604,-121.7998,TRUE,2014-04-09,11.7348,High Slack,8.33
EMP,5973,EMP EZ2,38.0845,-121.7391,TRUE,2014-05-09,8.90016,High Slack,4.43
EMP,6001,EMP EZ2,38.1125,-121.7081,TRUE,2014-06-06,8.56488,High Slack,2.55
EMP,6032,EMP EZ2,38.1012,-121.726,TRUE,2014-07-07,9.2964,High Slack,2.9
EMP,6075,EMP EZ2,38.1082,-121.7164,TRUE,2014-08-19,10.271760000000002,High Slack,2.9
EMP,6105,EMP EZ2,38.1231,-121.6987,TRUE,2014-09-18,9.7536,High Slack,4.88
EMP,6120,EMP EZ2,38.1341,-121.6943,TRUE,2014-10-03,9.814560000000002,High Slack,4.33
EMP,6162,EMP EZ2,38.131100000000004,-121.6951,TRUE,2014-11-14,10.30224,High Slack,2.49
EMP,6195,EMP EZ2,38.0556,-121.8762,TRUE,2014-12-17,17.76984,High Slack,1.28
EMP,6225,EMP EZ2,38.0845,-121.7391,TRUE,2015-01-16,9.08304,High Slack,0.56
EMP,6253,EMP EZ2,38.0625,-121.8565,TRUE,2015-02-13,18.47088,High Slack,1.6
EMP,6281,EMP EZ2,38.0845,-121.7391,TRUE,2015-03-13,9.2964,High Slack,9.22
EMP,6312,EMP EZ2,38.1185,-121.701,TRUE,2015-04-13,8.382,High Slack,6.82
EMP,6342,EMP EZ2,38.1223,-121.6996,TRUE,2015-05-13,9.32688,High Slack,2.68
EMP,6370,EMP EZ2,38.1159,-121.706,TRUE,2015-06-10,9.63168,High Slack,2.73
EMP,6400,EMP EZ2,38.1407,-121.6911,TRUE,2015-07-10,8.35152,High Slack,5
EMP,6446,EMP EZ2,38.1123,-121.7091,TRUE,2015-08-25,10.08888,High Slack,2.83
EMP,6474,EMP EZ2,38.1642,-121.679,TRUE,2015-09-22,10.48512,High Slack,2.83
EMP,6503,EMP EZ2,38.1412,-121.6912,TRUE,2015-10-21,9.144,High Slack,3.24
EMP,6517,EMP EZ2,38.1387,-121.6924,TRUE,2015-11-04,10.119360000000002,High Slack,1.79
EMP,6547,EMP EZ2,38.1607,-121.683,TRUE,2015-12-04,9.63168,High Slack,6
EMP,6580,EMP EZ2,38.1381,-121.6937,TRUE,2016-01-06,11.43,High Slack,2.34
EMP,6608,EMP EZ2,38.055,-121.953,TRUE,2016-02-03,11.7348,High Slack,1.04
EMP,6638,EMP EZ2,38.0751,-121.7695,TRUE,2016-03-04,9.63168,High Slack,3.65
EMP,6680,EMP EZ2,38.0607,-122.0013,TRUE,2016-04-15,12.8016,High Slack,5.81
EMP,6708,EMP EZ2,38.0625,-121.8205,TRUE,2016-05-13,12.89304,High Slack,54.17
EMP,6739,EMP EZ2,38.0642,-121.7923,TRUE,2016-06-13,11.49096,High Slack,7.98
EMP,6769,EMP EZ2,38.0655,-121.7891,TRUE,2016-07-13,11.21664,High Slack,3.97
EMP,6797,EMP EZ2,38.0608,-121.7982,TRUE,2016-08-10,12.43584,High Slack,8.92
EMP,6830,EMP EZ2,38.0845,-121.7391,TRUE,2016-09-12,9.93648,High Slack,2.11
EMP,6872,EMP EZ2,38.1279,-121.6965,TRUE,2016-10-24,11.06424,High Slack,2.59
EMP,6886,EMP EZ2,38.1045,-121.7206,TRUE,2016-11-07,10.668,High Slack,2.03
EMP,6918,EMP EZ2,38.0913,-121.7384,TRUE,2016-12-09,9.54024,High Slack,2.11
EMP,6951,EMP EZ2,38.0372,-122.1643,TRUE,2017-01-11,15.0876,High Slack,1.73
EMP,6981,EMP EZ2,38.0652,-122.2427,TRUE,2017-02-10,17.73936,High Slack,2.84
EMP,7009,EMP EZ2,38.0401,-122.1268,TRUE,2017-03-10,18.4404,High Slack,4.13
EMP,7110,EMP EZ2,38.0534,-121.9406,TRUE,2017-06-19,12.00912,High Slack,3.88
EMP,7139,EMP EZ2,38.0589,-121.8688,TRUE,2017-07-18,15.94104,High Slack,14.25
EMP,7168,EMP EZ2,38.0648,-121.8347,TRUE,2017-08-16,12.43584,High Slack,2.57
EMP,7197,EMP EZ2,38.0628,-121.8578,TRUE,2017-09-14,19.872960000000003,High Slack,2.62
EMP,7225,EMP EZ2,38.0625,-121.8178,TRUE,2017-10-12,12.00912,High Slack,2.25
EMP,7253,EMP EZ2,38.0803,-121.76,TRUE,2017-11-09,10.8204,High Slack,2.19
EMP,7310,EMP EZ2,38.0855,-121.7489,TRUE,2018-01-05,9.966960000000002,High Slack,1.83
EMP,7344,EMP EZ2,38.0622,-121.8208,TRUE,2018-02-08,11.46048,High Slack,1.54
EMP,7378,EMP EZ2,38.0705,-121.7786,TRUE,2018-03-14,11.21664,High Slack,3.81
EMP,7406,EMP EZ2,38.0647,-122.0349,TRUE,2018-04-11,12.67968,High Slack,2.16
EMP,7435,EMP EZ2,38.0485,-121.8947,TRUE,2018-05-10,11.24712,High Slack,12.1
EMP,7464,EMP EZ2,38.0607,-121.8605,TRUE,2018-06-08,14.38656,High Slack,2.57
EMP,7496,EMP EZ2,38.0662,-121.7871,TRUE,2018-07-10,10.72896,High Slack,2.7
EMP,7524,EMP EZ2,38.067,-121.7816,TRUE,2018-08-07,9.4488,High Slack,2.74
EMP,7561,EMP EZ2,38.0864,-121.7468,TRUE,2018-09-13,9.144,High Slack,2.03
EMP,7590,EMP EZ2,38.1006,-121.726917,TRUE,2018-10-12,9.144,High Slack,1.16
EMP,7629,EMP EZ2,38.1574,-121.6852,TRUE,2018-11-20,9.906,High Slack,1.37
EMP,7650,EMP EZ2,38.0971,-121.7398,TRUE,2018-12-11,9.41832,High Slack,0.97
EMP,7680,EMP EZ2,38.0611,-121.8118,TRUE,2019-01-10,12.07008,High Slack,1.16
EMP,7722,EMP EZ2,38.0375,-122.1653,TRUE,2019-02-21,17.00784,High Slack,1.57
EMP,7744,EMP EZ2,38.0512,-122.0917,TRUE,2019-03-15,10.850880000000002,High Slack,2.3
EMP,7775,EMP EZ2,38.0552,-122.0753,TRUE,2019-04-15,9.72312,High Slack,1.89
EMP,7804,EMP EZ2,38.0615,-122.0644,TRUE,2019-05-14,3.38328,High Slack,1.64
EMP,7832,EMP EZ2,38.0614,-122.0181,TRUE,2019-06-11,13.80744,High Slack,1.48
EMP,7862,EMP EZ2,38.0483,-121.8857,TRUE,2019-07-11,10.60704,High Slack,1.85
EMP,7890,EMP EZ2,38.0627,-121.8167,TRUE,2019-08-08,9.50976,High Slack,3.8
EMP,7919,EMP EZ2,38.0473,-121.8948,TRUE,2019-09-06,13.319760000000002,High Slack,2.56
EMP,7950,EMP EZ2,38.06452,-121.8448,TRUE,2019-10-07,11.1252,High Slack,1.82
EMP,7980,EMP EZ2,38.0721,-121.7759,TRUE,2019-11-06,10.8204,High Slack,2.74
EMP,8009,EMP EZ2,38.08959,-121.73796,TRUE,2019-12-05,9.906,High Slack,0.76
USBR,5278,USBR 16,38.0889,-121.7425,FALSE,2012-06-13,9.1,NA,2.5
USBR,5278,USBR 34,38.1576,-121.6856,FALSE,2012-06-13,10.4,NA,2.1
USBR,5278,USBR 44,38.2097,-121.6618,FALSE,2012-06-13,12.8,NA,2.3
USBR,5278,USBR Pro,38.2808,-121.6651,FALSE,2012-06-13,6.1,NA,7.1
USBR,5278,USBR 56,38.2754,-121.6616,FALSE,2012-06-13,10.7,NA,3
