"","station_wq_chl","date","latitude","longitude","chlorophyll","location"
"220","D22",2016-08-10,38.08453,-121.7391,11.56,"main_below"
"221","D22",2016-09-12,38.08453,-121.7391,2.06,"main_below"
"222","D22",2016-10-24,38.08453,-121.7391,2,"main_below"
"223","D22",2016-11-07,38.08453,-121.7391,2,"main_below"
"224","D22",2016-12-09,38.08453,-121.7391,1.43,"main_below"
"225","D22",2017-01-09,38.08453,-121.7391,2.35,"main_below"
"226","D22",2017-02-08,38.08453,-121.7391,5.02,"main_below"
"227","D22",2017-03-08,38.08453,-121.7391,5.29,"main_below"
"228","D22",2017-04-05,38.08453,-121.7391,6.86,"main_below"
"229","D22",2017-05-19,38.08453,-121.7391,2.44,"main_below"
"230","D22",2017-06-14,38.08453,-121.7391,2.71,"main_below"
"231","D22",2017-07-13,38.08453,-121.7391,30.04,"main_below"
"232","D22",2017-08-10,38.08453,-121.7391,3.68,"main_below"
"233","D22",2017-09-11,38.08453,-121.7391,4.09,"main_below"
"234","D22",2017-10-09,38.08453,-121.7391,2.4,"main_below"
"235","D22",2017-11-09,38.08453,-121.7391,2.03,"main_below"
"236","D22",2017-12-08,38.08453,-121.7391,1.46,"main_below"
"237","D22",2018-01-05,38.08453,-121.7391,1.86,"main_below"
"238","D22",2018-02-05,38.08453,-121.7391,1.3,"main_below"
"239","D22",2018-03-09,38.08453,-121.7391,2.43,"main_below"
"240","D22",2018-04-06,38.08453,-121.7391,1.72,"main_below"
"241","D22",2018-05-10,38.08453,-121.7391,4.61,"main_below"
"242","D22",2018-06-05,38.08453,-121.7391,3.91,"main_below"
"243","D22",2018-07-18,38.08453,-121.7391,5.23,"main_below"
"244","D22",2018-08-02,38.08453,-121.7391,2.22,"main_below"
"245","D22",2018-09-13,38.08453,-121.7391,2.05,"main_below"
"246","D22",2018-10-12,38.08453,-121.7391,0.84,"main_below"
"247","D22",2018-11-20,38.08453,-121.7391,2.11,"main_below"
"248","D22",2018-12-11,38.08453,-121.7391,0.9,"main_below"
"249","D22",2019-01-10,38.08453,-121.7391,1.49,"main_below"
"250","D22",2019-02-12,38.08453,-121.7391,1.54,"main_below"
"251","D22",2019-03-12,38.08453,-121.7391,2.7,"main_below"
"252","D22",2019-04-10,38.08453,-121.7391,2.69,"main_below"
"253","D22",2019-05-09,38.08453,-121.7391,2.2,"main_below"
"254","D22",2019-06-11,38.08453,-121.7391,0.72,"main_below"
"255","D22",2019-07-08,38.08453,-121.7391,3.44,"main_below"
"256","D22",2019-08-08,38.08453,-121.7391,3.24,"main_below"
"257","D22",2019-09-06,38.08453,-121.7391,1.99,"main_below"
"258","D22",2019-10-07,38.08453,-121.7391,1.28,"main_below"
"259","D22",2019-11-06,38.08453,-121.7391,2.25,"main_below"
"260","D22",2019-12-05,38.08453,-121.7391,0.93,"main_below"
"261","NZ068",2017-05-19,38.14272,-121.6895,1.42,"main_below"
"262","NZ068",2017-06-14,38.14272,-121.6895,2.14,"main_below"
"263","NZ068",2017-07-13,38.14272,-121.6895,10.58,"main_below"
"264","NZ068",2017-08-10,38.14272,-121.6895,3.53,"main_below"
"265","NZ068",2017-09-11,38.14272,-121.6895,2.45,"main_below"
"266","NZ068",2017-10-09,38.14272,-121.6895,1.91,"main_below"
"267","NZ068",2017-11-09,38.14272,-121.6895,1.22,"main_below"
"268","NZ068",2017-12-08,38.14272,-121.6895,1.18,"main_below"
"269","NZ068",2018-01-05,38.14272,-121.6895,1.71,"main_below"
"270","NZ068",2018-02-05,38.14272,-121.6895,1.45,"main_below"
"271","NZ068",2018-03-09,38.14272,-121.6895,1.54,"main_below"
"272","NZ068",2018-04-06,38.14272,-121.6895,1.96,"main_below"
"273","NZ068",2018-05-10,38.14272,-121.6895,2.32,"main_below"
"274","NZ068",2018-06-05,38.14272,-121.6895,1.74,"main_below"
"275","NZ068",2018-07-18,38.14272,-121.6895,3.96,"main_below"
"276","NZ068",2018-08-02,38.14272,-121.6895,2.89,"main_below"
"277","NZ068",2018-09-13,38.14272,-121.6895,1.63,"main_below"
"278","NZ068",2018-10-12,38.14272,-121.6895,1.07,"main_below"
"279","NZ068",2018-11-20,38.14272,-121.6895,1.12,"main_below"
"280","NZ068",2018-12-11,38.14272,-121.6895,0.55,"main_below"
"281","NZ068",2019-01-10,38.14272,-121.6895,2.86,"main_below"
"282","NZ068",2019-02-12,38.14272,-121.6895,1.58,"main_below"
"283","NZ068",2019-03-12,38.14272,-121.6895,2.35,"main_below"
"284","NZ068",2019-04-10,38.14272,-121.6895,3.13,"main_below"
"285","NZ068",2019-05-09,38.14272,-121.6895,0.89,"main_below"
"286","NZ068",2019-06-11,38.14272,-121.6895,0.93,"main_below"
"287","NZ068",2019-07-08,38.14272,-121.6895,0.61,"main_below"
"288","NZ068",2019-08-08,38.14272,-121.6895,2.28,"main_below"
"289","NZ068",2019-09-06,38.14272,-121.6895,1.03,"main_below"
"290","NZ068",2019-10-07,38.14272,-121.6895,1.04,"main_below"
"291","NZ068",2019-11-06,38.14272,-121.6895,1.22,"main_below"
"292","NZ068",2019-12-05,38.14272,-121.6895,0.73,"main_below"
"293","16",2012-06-13,38.0889,-121.7425,2.5,"main_below"
"294","34",2012-06-13,38.1576,-121.6856,2.1,"main_below"
"295","44",2012-06-13,38.2097,-121.6618,2.3,"off_channel_below"
"296","Pro",2012-06-13,38.2808,-121.6651,7.1,"off_channel_below"
"297","16",2012-07-12,38.0889,-121.7425,5.1,"main_below"
"298","34",2012-07-12,38.1576,-121.6856,4.2,"main_below"
"299","44",2012-07-12,38.2097,-121.6618,4.3,"off_channel_below"
"300","Pro",2012-07-12,38.2808,-121.6651,9.6,"off_channel_below"
"301","16",2012-08-13,38.0889,-121.7425,3.2,"main_below"
"302","34",2012-08-13,38.1576,-121.6856,3.3,"main_below"
"303","44",2012-08-13,38.2097,-121.6618,4.9,"off_channel_below"
"304","Pro",2012-08-13,38.2808,-121.6651,22.6,"off_channel_below"
"305","16",2012-09-11,38.0889,-121.7425,5.5,"main_below"
"306","34",2012-09-11,38.1576,-121.6856,7.2,"main_below"
"307","44",2012-09-11,38.2097,-121.6618,5.1,"off_channel_below"
"308","Pro",2012-09-11,38.2808,-121.6651,5.3,"off_channel_below"
"309","16",2012-10-09,38.0889,-121.7425,17.7,"main_below"
"310","34",2012-10-09,38.1576,-121.6856,18.5,"main_below"
"311","44",2012-10-09,38.2097,-121.6618,10.6,"off_channel_below"
"312","Pro",2012-10-09,38.2808,-121.6651,37.6,"off_channel_below"
"313","16",2012-12-06,38.0889,-121.7425,4.69999980926514,"main_below"
"314","34",2012-12-06,38.1576,-121.6856,5.69999980926514,"main_below"
"315","44",2012-12-06,38.2097,-121.6618,5.39999961853027,"off_channel_below"
"316","Pro",2012-12-06,38.2808,-121.6651,7.39999961853027,"off_channel_below"
"317","16",2013-01-24,38.0889,-121.7425,2.69999992847442,"main_below"
"318","34",2013-01-24,38.1576,-121.6856,3.09999990463257,"main_below"
"319","44",2013-01-24,38.2097,-121.6618,2.59999990463257,"off_channel_below"
"320","Pro",2013-01-24,38.2808,-121.6651,3.89999985694885,"off_channel_below"
"321","16",2013-02-20,38.0889,-121.7425,2.5,"main_below"
"322","34",2013-02-20,38.1576,-121.6856,4.29999971389771,"main_below"
"323","44",2013-02-20,38.2097,-121.6618,1.79999995231628,"off_channel_below"
"324","Pro",2013-02-20,38.2808,-121.6651,6.69999980926514,"off_channel_below"
"325","16",2013-03-27,38.0889,-121.7425,4.19999980926514,"main_below"
"326","34",2013-03-27,38.1576,-121.6856,2.39999985694885,"main_below"
"327","44",2013-03-27,38.2097,-121.6618,2.79999995231628,"off_channel_below"
"328","Pro",2013-03-27,38.2808,-121.6651,6.89999961853027,"off_channel_below"
"329","16",2013-05-01,38.0889,-121.7425,3.29999995231628,"main_below"
"330","34",2013-05-01,38.1576,-121.6856,3.19999980926514,"main_below"
"331","44",2013-05-01,38.2097,-121.6618,1,"off_channel_below"
"332","Pro",2013-05-01,38.2808,-121.6651,3,"off_channel_below"
"333","16",2013-05-31,38.0889,-121.7425,2.29999995231628,"main_below"
"334","34",2013-05-31,38.1576,-121.6856,1.29999995231628,"main_below"
"335","44",2013-05-31,38.2097,-121.6618,7.5,"off_channel_below"
"336","Pro",2013-05-31,38.2808,-121.6651,2.69999980926514,"off_channel_below"
"337","16",2013-06-28,38.0889,-121.7425,4.5,"main_below"
"338","34",2013-06-28,38.1576,-121.6856,1.29999995231628,"main_below"
"339","44",2013-06-28,38.2097,-121.6618,0.299999952316284,"off_channel_below"
"340","Pro",2013-06-28,38.2808,-121.6651,3.79999995231628,"off_channel_below"
"341","16",2013-08-02,38.0889,-121.7425,1.79999995231628,"main_below"
"342","34",2013-08-02,38.1576,-121.6856,1.39999997615814,"main_below"
"343","44",2013-08-02,38.2097,-121.6618,1.09999990463257,"off_channel_below"
"344","Pro",2013-08-02,38.2808,-121.6651,3.69999980926514,"off_channel_below"
"345","16",2013-09-06,38.0889,-121.7425,1.59999990463257,"main_below"
"346","34",2013-09-06,38.1576,-121.6856,0.899999976158142,"main_below"
"347","44",2013-09-06,38.2097,-121.6618,2,"off_channel_below"
"348","Pro",2013-09-06,38.2808,-121.6651,4.5,"off_channel_below"
"349","16",2013-11-05,38.0889,-121.7425,1.89999997615814,"main_below"
"350","34",2013-11-05,38.1576,-121.6856,1.09999990463257,"main_below"
"351","44",2013-11-05,38.2097,-121.6618,1.09999990463257,"off_channel_below"
"352","Pro",2013-11-05,38.2808,-121.6651,1.79999995231628,"off_channel_below"
"353","16",2014-01-31,38.0889,-121.7425,2.59999990463257,"main_below"
"354","34",2014-01-31,38.1576,-121.6856,2.59999990463257,"main_below"
"355","44",2014-01-31,38.2097,-121.6618,4.09999990463257,"off_channel_below"
"356","Pro",2014-01-31,38.2808,-121.6651,7.79999971389771,"off_channel_below"
"357","16",2014-03-06,38.0889,-121.7425,3.19999980926514,"main_below"
"358","34",2014-03-06,38.1576,-121.6856,3.5,"main_below"
"359","44",2014-03-06,38.2097,-121.6618,3.39999985694885,"off_channel_below"
"360","Pro",2014-03-06,38.2808,-121.6651,4.59999990463257,"off_channel_below"
"361","16",2014-04-07,38.0889,-121.7425,2.5,"main_below"
"362","34",2014-04-07,38.1576,-121.6856,2.29999995231628,"main_below"
"363","44",2014-04-07,38.2097,-121.6618,2,"off_channel_below"
"364","Pro",2014-04-07,38.2808,-121.6651,3.69999980926514,"off_channel_below"
"365","16",2014-05-12,38.0889,-121.7425,2.89999985694885,"main_below"
"366","34",2014-05-12,38.1576,-121.6856,2.69999980926514,"main_below"
"367","44",2014-05-12,38.2097,-121.6618,1.89999997615814,"off_channel_below"
"368","Pro",2014-05-12,38.2808,-121.6651,4.39999961853027,"off_channel_below"
"369","16",2014-06-24,38.0889,-121.7425,2.29999995231628,"main_below"
"370","34",2014-06-24,38.1576,-121.6856,1.89999997615814,"main_below"
"371","44",2014-06-24,38.2097,-121.6618,1.29999995231628,"off_channel_below"
"372","Pro",2014-06-24,38.2808,-121.6651,6.19999980926514,"off_channel_below"
"373","16",2014-07-30,38.0889,-121.7425,1.39999997615814,"main_below"
"374","34",2014-07-30,38.1576,-121.6856,2.09999990463257,"main_below"
"375","44",2014-07-30,38.2097,-121.6618,1.5,"off_channel_below"
"376","Pro",2014-07-30,38.2808,-121.6651,3.89999985694885,"off_channel_below"
"377","16",2014-08-28,38.0889,-121.7425,1.59999990463257,"main_below"
"378","34",2014-08-28,38.1576,-121.6856,1.39999997615814,"main_below"
"379","44",2014-08-28,38.2097,-121.6618,1.69999992847443,"off_channel_below"
"380","Pro",2014-08-28,38.2808,-121.6651,2.79999995231628,"off_channel_below"
"381","16",2014-10-07,38.0889,-121.7425,2.29999995231628,"main_below"
"382","34",2014-10-07,38.1576,-121.6856,2.29999995231628,"main_below"
"383","44",2014-10-07,38.2097,-121.6618,2.39999985694885,"off_channel_below"
"384","Pro",2014-10-07,38.2808,-121.6651,4.19999980926514,"off_channel_below"
"385","16",2014-11-18,38.0889,-121.7425,3,"main_below"
"386","34",2014-11-18,38.1576,-121.6856,0.799999952316284,"main_below"
"387","44",2014-11-18,38.2097,-121.6618,2.5,"off_channel_below"
"388","Pro",2014-11-18,38.2808,-121.6651,3.19999980926514,"off_channel_below"
"389","16",2014-12-18,38.0889,-121.7425,6.79999971389771,"main_below"
"390","34",2014-12-18,38.1576,-121.6856,6.09999990463257,"main_below"
"391","44",2014-12-18,38.2097,-121.6618,7.89999961853027,"off_channel_below"
"392","Pro",2014-12-18,38.2808,-121.6651,12.5999994277954,"off_channel_below"
"393","16",2015-01-27,38.0889,-121.7425,2.5,"main_below"
"394","34",2015-01-27,38.1576,-121.6856,1.39999997615814,"main_below"
"395","44",2015-01-27,38.2097,-121.6618,1.79999995231628,"off_channel_below"
"396","Pro",2015-01-27,38.2808,-121.6651,3.5,"off_channel_below"
"397","16",2015-03-09,38.0889,-121.7425,4.09999990463257,"main_below"
