SampleDate,StationCode,Centric Diatoms,Chrysophytes,Ciliates,Coccolithophores,Cryptophytes,Cyanobacteria,Dinoflagellates,Euglenoids,Green Algae,Haptophytes,Kathablepharids,Pennate Diatoms,Raphidophytes,Red Algae,Silico-flagellates,Synurophytes,Unknown Algae,Unknown Flagellates,Xanthophytes
3/18/75,P12,285.53445,0,0,0,0,153.7493192,0,175.7135077,241.606073,0,0,1120.173611,0,0,0,0,0,87.85675384,0
3/18/75,P8,614.9972768,0,0,0,0,65.89256538,0,0,241.606073,0,0,680.8898422,0,0,0,0,0,43.92837692,0
3/19/75,D15,175.7135077,0,0,0,0,0,0,0,0,0,0,87.85675384,0,0,0,0,0,0,0
3/19/75,D19,87.85675384,0,0,0,0,0,0,0,109.8209423,0,0,43.92837692,0,0,0,0,0,21.96418846,0
3/19/75,D24,109.8209423,0,0,0,0,0,0,0,65.89256538,0,0,724.8182191,0,0,0,0,0,0,0
3/19/75,D26,87.85675384,0,0,0,0,0,0,0,65.89256538,0,0,483.2121461,0,0,0,0,0,0,0
3/19/75,D4,131.7851308,0,0,0,0,0,0,0,0,0,0,175.7135077,0,0,0,0,0,21.96418846,0
3/20/75,D12,0,0,0,0,0,0,0,0,21.96418846,0,0,131.7851308,0,0,0,0,0,0,0
3/20/75,D6,219.6418846,0,0,0,0,0,0,0,0,0,0,43.92837692,0,0,0,0,0,0,0
3/20/75,D7,549.1047115,0,0,0,0,0,0,0,21.96418846,0,0,153.7493192,0,0,0,0,0,0,21.96418846
3/20/75,D8,87.85675384,0,0,0,0,0,0,0,0,0,0,285.53445,0,0,0,0,0,0,0
3/20/75,D9,43.92837692,0,0,0,0,21.96418846,0,0,0,0,0,241.606073,0,0,0,0,0,0,0
4/1/75,C10,1010.352669,0,0,0,0,65.89256538,0,21.96418846,812.674973,0,0,1273.922931,0,0,0,0,0,0,0
4/1/75,C3,65.89256538,0,0,0,0,0,0,0,0,0,0,263.5702615,0,0,0,0,0,0,0
4/1/75,C7,549.1047115,0,0,0,0,65.89256538,21.96418846,0,219.6418846,0,0,812.674973,0,0,0,0,0,0,0
4/1/75,C9,65.89256538,0,0,0,0,21.96418846,0,0,0,0,0,131.7851308,0,0,0,0,0,21.96418846,0
4/1/75,D28A,219.6418846,0,0,0,0,0,0,0,87.85675384,0,0,219.6418846,0,0,0,0,0,0,0
4/1/75,MD10,175.7135077,0,0,0,0,43.92837692,0,0,0,0,0,219.6418846,0,0,0,0,0,0,0
4/1/75,MD7,65.89256538,0,0,0,0,0,0,0,0,0,0,109.8209423,0,0,0,0,0,0,0
4/1/75,P12,746.7824076,0,0,0,0,21.96418846,0,0,307.4986384,0,0,505.1763346,0,0,0,0,0,0,0
4/1/75,P8,1142.1378,0,0,0,0,21.96418846,0,0,593.0330884,0,0,746.7824076,0,0,0,0,0,21.96418846,0
4/2/75,D15,21.96418846,0,0,0,0,0,0,0,0,0,0,21.96418846,0,0,0,0,0,0,0
4/2/75,D19,87.85675384,0,0,0,0,0,0,0,0,0,0,43.92837692,0,0,0,0,0,0,0
4/2/75,D24,21.96418846,0,0,0,0,21.96418846,0,0,43.92837692,0,0,131.7851308,0,0,0,0,0,0,0
4/2/75,D26,65.89256538,0,0,0,0,0,0,0,21.96418846,0,0,109.8209423,0,0,0,0,0,0,0
4/2/75,D4,109.8209423,0,0,0,0,0,0,0,0,0,0,21.96418846,0,0,0,0,0,0,0
4/3/75,D12,87.85675384,0,0,0,0,43.92837692,0,0,0,0,0,153.7493192,0,0,0,0,0,0,0
4/3/75,D6,109.8209423,0,0,0,0,21.96418846,0,0,0,0,0,0,0,0,0,0,0,0,0
4/3/75,D7,87.85675384,0,0,0,0,43.92837692,0,0,0,0,0,153.7493192,0,0,0,0,0,0,0
4/3/75,D8,131.7851308,0,0,0,0,21.96418846,21.96418846,0,43.92837692,0,0,285.53445,0,0,0,0,0,0,0
4/3/75,D9,197.6776961,0,0,0,0,0,0,0,0,0,0,65.89256538,0,0,0,0,0,0,0
4/16/75,C9,285.53445,0,0,0,0,0,21.96418846,0,43.92837692,43.92837692,0,153.7493192,0,0,0,0,0,43.92837692,0
4/16/75,D28A,197.6776961,0,0,0,0,0,0,0,65.89256538,0,0,43.92837692,0,0,0,0,0,0,0
4/16/75,MD7,131.7851308,0,0,0,0,0,0,0,21.96418846,0,0,285.53445,0,0,0,0,0,0,0
4/16/75,P8,1801.063454,0,0,0,0,109.8209423,0,0,680.8898422,0,0,417.3195807,0,0,0,0,0,0,0
4/18/75,C10,2350.168165,0,0,0,0,175.7135077,0,0,702.8540307,0,0,1032.316858,0,0,0,0,0,0,0
4/18/75,C3,131.7851308,0,0,0,0,0,0,0,0,0,0,241.606073,0,0,0,0,0,0,0
4/18/75,C7,1713.2067,0,0,0,0,131.7851308,0,0,1273.922931,0,0,549.1047115,0,0,0,0,0,0,0
4/18/75,MD10,834.6391614,0,0,0,0,109.8209423,0,0,219.6418846,0,0,395.3553923,0,0,0,0,0,0,0
4/18/75,P12,5029.799157,0,0,0,0,109.8209423,0,87.85675384,1120.173611,0,0,483.2121461,0,0,0,0,0,175.7135077,0
4/22/75,D15,87.85675384,0,0,0,0,0,0,0,131.7851308,0,0,109.8209423,0,0,0,0,0,0,0
4/22/75,D19,87.85675384,0,0,0,0,0,0,0,43.92837692,0,0,21.96418846,0,0,0,0,0,0,0
4/22/75,D24,417.3195807,0,0,0,0,65.89256538,0,0,153.7493192,0,0,373.3912038,0,0,0,0,0,0,0
4/22/75,D26,87.85675384,0,0,0,0,0,0,0,43.92837692,0,0,153.7493192,0,0,0,0,0,0,0
4/22/75,D4,329.4628269,0,0,0,0,87.85675384,0,0,43.92837692,0,0,263.5702615,0,0,0,0,0,0,0
4/23/75,D12,395.3553923,0,0,0,0,0,0,0,43.92837692,0,0,241.606073,0,0,0,0,0,21.96418846,0
4/23/75,D6,988.3884806,0,0,0,0,0,0,0,21.96418846,0,0,109.8209423,0,0,0,0,0,0,0
4/23/75,D7,549.1047115,0,0,0,0,43.92837692,0,0,21.96418846,0,0,65.89256538,0,0,0,0,0,0,0
4/23/75,D8,417.3195807,0,0,0,0,21.96418846,0,0,43.92837692,0,0,65.89256538,0,0,0,0,0,0,0
4/23/75,D9,307.4986384,0,0,0,0,43.92837692,0,0,21.96418846,0,0,109.8209423,0,0,0,0,0,0,0
5/1/75,C10,3096.950573,0,0,0,0,197.6776961,0,0,1120.173611,0,0,1010.352669,0,0,0,0,0,131.7851308,0
5/1/75,C3,285.53445,0,0,0,0,0,0,0,65.89256538,0,0,219.6418846,0,0,0,0,0,0,0
5/1/75,C7,4392.837692,0,0,0,0,131.7851308,0,21.96418846,944.4601037,0,0,483.2121461,0,0,0,0,0,43.92837692,0
5/1/75,C9,373.3912038,0,0,0,0,0,0,0,219.6418846,0,0,87.85675384,0,0,0,0,0,0,0
5/1/75,D28A,307.4986384,0,0,0,0,0,0,0,153.7493192,0,0,175.7135077,0,0,0,0,0,131.7851308,0
5/1/75,MD10,3975.518111,0,0,0,0,0,0,0,175.7135077,0,0,197.6776961,0,0,0,0,0,87.85675384,0
5/1/75,MD7,329.4628269,0,0,0,0,0,0,0,21.96418846,0,0,263.5702615,0,0,0,0,0,0,0
5/1/75,P12,8566.033499,0,0,0,0,87.85675384,0,21.96418846,1098.209423,0,0,307.4986384,0,0,0,0,0,153.7493192,0
5/1/75,P8,2218.383034,21.96418846,0,0,0,153.7493192,0,0,768.7465961,0,0,65.89256538,0,0,0,0,0,0,0
5/7/75,D15,3206.771515,0,0,0,0,0,0,0,43.92837692,0,0,175.7135077,0,0,0,0,0,0,0
5/7/75,D19,1866.956019,0,0,0,0,21.96418846,0,0,87.85675384,0,0,87.85675384,0,0,0,0,0,0,0
5/7/75,D24,197.6776961,0,0,0,0,0,0,0,175.7135077,0,0,571.0688999,0,0,0,0,0,0,0
5/7/75,D26,285.53445,0,0,0,0,0,0,0,131.7851308,0,0,131.7851308,0,0,0,0,0,0,0
5/7/75,D4,1208.030365,0,0,0,0,0,0,0,153.7493192,0,0,263.5702615,0,0,0,0,0,0,21.96418846
5/8/75,D12,5117.655911,0,0,0,0,21.96418846,0,0,285.53445,0,0,505.1763346,0,0,0,0,0,0,0
5/8/75,D6,680.8898422,0,0,0,0,0,0,0,21.96418846,0,0,175.7135077,0,0,0,0,0,0,0
5/8/75,D7,1603.385757,0,0,0,0,21.96418846,0,0,65.89256538,0,0,285.53445,0,0,0,0,0,0,0
5/8/75,D8,3821.768792,0,0,0,0,0,0,0,87.85675384,0,0,724.8182191,0,0,0,0,0,0,0
5/8/75,D9,549.1047115,0,0,0,0,21.96418846,0,0,65.89256538,0,0,527.140523,0,0,0,0,0,0,0
5/15/75,C10,3250.699892,0,0,0,0,43.92837692,0,21.96418846,1010.352669,0,0,1317.851308,0,0,0,0,0,21.96418846,0
5/15/75,C3,373.3912038,21.96418846,0,0,0,0,0,0,109.8209423,0,0,680.8898422,0,0,0,0,0,0,0
5/15/75,C7,5161.584288,0,0,0,0,43.92837692,21.96418846,87.85675384,680.8898422,0,0,2525.881673,0,0,0,0,0,109.8209423,0
5/15/75,C9,2855.3445,0,0,0,0,0,0,0,65.89256538,0,0,241.606073,0,0,0,0,0,0,0
5/15/75,D28A,7621.573395,21.96418846,0,0,0,21.96418846,0,0,219.6418846,0,0,329.4628269,0,0,0,0,0,0,0
5/15/75,MD10,1647.314134,0,0,0,0,0,0,0,175.7135077,0,0,109.8209423,0,0,0,0,0,21.96418846,0
5/15/75,MD7,197.6776961,0,0,0,0,0,0,0,65.89256538,0,0,307.4986384,0,0,0,0,0,0,0
5/15/75,P12,7841.21528,0,0,0,0,65.89256538,0,21.96418846,614.9972768,0,0,1273.922931,0,0,0,0,0,65.89256538,0
5/15/75,P8,3031.058007,0,0,0,0,0,0,0,395.3553923,0,0,219.6418846,0,0,0,0,0,131.7851308,0
5/21/75,D15,2899.272877,0,0,0,0,0,0,0,65.89256538,0,0,549.1047115,0,0,0,0,0,175.7135077,0
5/21/75,D19,4436.766069,0,0,0,0,0,0,0,43.92837692,0,0,483.2121461,0,0,0,0,0,65.89256538,0
5/21/75,D24,483.2121461,0,0,0,0,21.96418846,0,0,131.7851308,0,0,900.5317268,0,0,0,0,0,21.96418846,0
5/21/75,D26,373.3912038,0,0,0,0,0,0,0,197.6776961,0,0,131.7851308,0,0,0,0,0,65.89256538,0
5/21/75,D4,2481.953296,0,0,0,0,43.92837692,0,0,197.6776961,0,0,878.5675384,0,0,0,0,0,0,0
5/22/75,D12,5513.011303,0,0,0,0,0,0,0,65.89256538,0,0,527.140523,0,0,0,0,0,21.96418846,0
5/22/75,D6,1471.600627,0,0,0,0,0,0,0,43.92837692,0,0,131.7851308,0,0,0,0,0,0,0
5/22/75,D7,5227.476853,0,0,0,0,21.96418846,0,0,131.7851308,0,0,680.8898422,0,0,0,0,0,87.85675384,0
5/22/75,D8,307.4986384,0,0,0,0,0,0,0,87.85675384,0,0,395.3553923,0,0,0,0,0,0,0
5/22/75,D9,4370.873503,0,0,0,21.96418846,0,0,0,43.92837692,0,0,790.7107845,0,0,0,0,0,21.96418846,0
6/3/75,C10,1515.529004,0,0,0,0,21.96418846,21.96418846,0,197.6776961,0,0,527.140523,0,0,0,0,0,65.89256538,0
6/3/75,C3,153.7493192,21.96418846,0,0,0,0,0,0,109.8209423,0,0,373.3912038,0,0,0,0,0,0,0
6/3/75,C7,2064.633715,0,0,0,0,0,0,0,175.7135077,0,0,922.4959153,0,0,0,0,0,0,0
6/3/75,C9,3646.055284,0,0,0,0,65.89256538,0,0,87.85675384,0,0,175.7135077,0,0,0,0,0,0,0
6/3/75,D28A,1032.316858,0,0,0,0,0,0,0,131.7851308,0,0,307.4986384,0,0,0,0,0,131.7851308,0
6/3/75,MD10,1098.209423,0,0,0,0,0,0,0,153.7493192,0,0,307.4986384,0,0,0,0,0,109.8209423,0
6/3/75,MD7,351.4270153,0,0,0,0,21.96418846,0,0,87.85675384,0,0,549.1047115,0,0,0,0,0,109.8209423,0
6/3/75,P12,7314.074757,0,0,0,0,65.89256538,0,0,461.2479576,0,0,680.8898422,0,0,0,0,0,197.6776961,21.96418846
6/3/75,P8,3470.341777,0,0,0,0,0,0,0,175.7135077,0,0,329.4628269,0,0,0,0,0,109.8209423,0
6/4/75,D15,3096.950573,0,0,0,21.96418846,0,0,0,131.7851308,0,0,219.6418846,0,0,0,0,0,373.3912038,0
6/4/75,D19,4656.407953,0,0,0,0,0,0,0,197.6776961,0,0,197.6776961,0,0,0,0,0,4217.124184,0
6/4/75,D24,614.9972768,0,0,0,43.92837692,21.96418846,21.96418846,0,351.4270153,0,0,417.3195807,0,0,0,0,0,614.9972768,0
6/4/75,D26,746.7824076,0,0,0,0,0,0,0,21.96418846,0,0,175.7135077,0,0,0,0,0,197.6776961,0
6/4/75,D4,2723.559369,0,0,0,0,21.96418846,0,0,175.7135077,0,0,768.7465961,0,0,0,0,0,87.85675384,0
6/5/75,D12,5622.832245,0,0,0,0,21.96418846,0,0,197.6776961,0,0,329.4628269,0,0,0,0,0,43.92837692,0
6/5/75,D6,1120.173611,0,0,0,0,0,21.96418846,0,43.92837692,0,0,87.85675384,0,0,0,0,0,0,0
6/5/75,D7,6721.041668,0,0,0,0,0,0,0,43.92837692,0,0,790.7107845,0,0,0,0,0,0,0
6/5/75,D8,6940.683553,0,0,0,0,0,21.96418846,0,109.8209423,0,0,658.9256538,0,0,0,0,0,65.89256538,0
6/5/75,D9,4480.694446,0,0,0,0,0,0,0,65.89256538,0,0,812.674973,0,0,0,0,0,219.6418846,0
6/17/75,C10,746.7824076,21.96418846,0,0,0,0,0,0,87.85675384,0,0,856.6033499,0,0,0,0,0,0,0
6/17/75,C3,483.2121461,0,0,0,0,0,0,0,153.7493192,0,0,746.7824076,0,0,0,0,0,0,0
6/17/75,C7,944.4601037,0,0,0,0,43.92837692,0,0,285.53445,0,0,988.3884806,0,0,0,0,0,153.7493192,0
6/17/75,C9,1471.600627,0,0,0,0,0,0,0,21.96418846,0,0,329.4628269,0,0,0,0,0,0,0
6/17/75,D28A,395.3553923,0,0,0,0,0,0,0,65.89256538,0,0,153.7493192,0,0,0,0,0,175.7135077,0
6/17/75,MD10,571.0688999,0,0,0,0,21.96418846,0,0,87.85675384,0,0,109.8209423,0,0,0,0,0,0,0
6/17/75,MD7,724.8182191,0,0,0,0,21.96418846,0,0,197.6776961,0,0,351.4270153,0,0,0,0,0,153.7493192,0
6/17/75,P12,1735.170888,0,0,0,0,0,0,0,197.6776961,0,0,658.9256538,0,0,0,0,0,0,0
6/17/75,P8,1998.74115,0,0,0,0,0,0,0,395.3553923,0,0,636.9614653,0,0,0,0,0,43.92837692,0
6/18/75,D15,1932.848584,0,0,0,0,0,0,0,87.85675384,0,0,153.7493192,0,0,0,0,0,43.92837692,0
6/18/75,D19,2240.347223,0,0,0,0,0,0,0,87.85675384,0,0,65.89256538,0,0,0,0,0,87.85675384,0
6/18/75,D24,812.674973,0,0,0,0,0,21.96418846,0,87.85675384,0,0,636.9614653,0,0,0,0,0,549.1047115,0
6/18/75,D26,878.5675384,0,0,0,43.92837692,0,0,0,153.7493192,0,0,131.7851308,0,0,0,0,0,43.92837692,0
6/18/75,D4,2701.59518,0,0,0,21.96418846,0,0,0,109.8209423,0,0,658.9256538,0,0,0,0,0,197.6776961,0
6/19/75,D12,3492.305965,0,0,0,0,0,0,0,219.6418846,0,0,175.7135077,0,0,0,0,0,43.92837692,0
6/19/75,D6,2569.81005,0,0,0,0,0,0,0,65.89256538,0,0,373.3912038,0,0,0,0,0,0,0
6/19/75,D7,4480.694446,0,0,0,0,0,0,0,21.96418846,0,0,1691.242511,0,0,0,0,0,0,0
6/19/75,D8,3448.377588,0,0,0,0,0,0,0,65.89256538,0,0,1142.1378,0,0,0,0,0,0,0
6/19/75,D9,2328.203977,0,0,0,0,0,21.96418846,0,153.7493192,0,0,593.0330884,0,0,0,0,0,0,0
7/1/75,C10,5161.584288,0,0,0,0,175.7135077,0,0,658.9256538,0,0,2306.239788,0,0,0,0,0,0,0
7/1/75,C3,790.7107845,0,0,0,0,0,0,0,197.6776961,0,0,790.7107845,0,0,0,0,0,109.8209423,0
7/1/75,C7,6962.647741,0,0,0,0,65.89256538,0,0,834.6391614,0,0,1537.493192,0,0,0,0,0,87.85675384,0
7/1/75,C9,417.3195807,0,0,0,0,21.96418846,0,0,0,0,0,153.7493192,0,0,0,0,0,329.4628269,0
7/1/75,D28A,461.2479576,0,0,0,0,0,0,0,21.96418846,0,0,263.5702615,0,0,0,0,0,1647.314134,0
7/1/75,MD10,702.8540307,0,0,0,0,21.96418846,0,0,109.8209423,0,0,175.7135077,0,0,0,0,0,87.85675384,0
7/1/75,MD7,966.4242922,0,0,0,0,0,0,0,153.7493192,0,0,307.4986384,0,0,0,0,0,571.0688999,0
7/1/75,P12,7467.824076,0,0,0,0,43.92837692,21.96418846,0,307.4986384,0,0,856.6033499,0,0,0,0,0,461.2479576,0
7/1/75,P8,1625.349946,0,0,0,0,0,0,0,175.7135077,0,0,285.53445,0,0,0,0,0,0,0
7/2/75,D15,1054.281046,0,0,0,0,0,0,0,65.89256538,0,0,241.606073,0,0,0,0,0,527.140523,0
7/2/75,D19,571.0688999,0,0,0,0,0,0,0,0,0,0,65.89256538,0,0,0,0,0,1208.030365,0
7/2/75,D24,1866.956019,0,0,0,0,0,0,0,219.6418846,0,0,527.140523,0,0,0,0,0,483.2121461,0
7/2/75,D26,768.7465961,0,0,0,0,0,0,0,87.85675384,0,0,263.5702615,0,0,0,0,0,439.2837692,0
7/2/75,D4,2394.096542,0,0,0,0,0,0,0,87.85675384,0,0,636.9614653,0,0,0,0,0,0,0
7/3/75,D12,2042.669527,0,0,0,0,0,0,0,87.85675384,0,0,1010.352669,0,0,0,0,0,483.2121461,0
7/3/75,D6,2525.881673,0,0,0,0,0,0,0,87.85675384,0,0,241.606073,0,0,0,0,0,0,0
7/3/75,D7,5886.402507,0,0,0,0,0,0,0,21.96418846,0,0,2042.669527,0,0,0,0,0,0,0
7/3/75,D8,4085.339053,0,0,0,0,0,0,0,87.85675384,0,0,1164.101988,0,0,0,0,0,219.6418846,0
7/3/75,D9,2481.953296,0,0,0,0,0,0,0,43.92837692,0,0,1471.600627,0,0,0,0,0,109.8209423,0
7/15/75,C10,6786.934234,0,0,0,0,307.4986384,43.92837692,21.96418846,505.1763346,0,0,1120.173611,0,0,0,0,0,0,0
7/15/75,C3,1054.281046,0,0,0,0,0,0,0,109.8209423,0,0,834.6391614,0,0,0,0,0,43.92837692,0
7/15/75,C7,13046.72794,0,0,0,0,351.4270153,21.96418846,87.85675384,724.8182191,0,0,1669.278323,0,0,0,0,0,153.7493192,0
7/15/75,C9,790.7107845,0,0,0,0,0,0,0,43.92837692,0,0,87.85675384,0,0,0,0,0,219.6418846,0
7/15/75,D28A,307.4986384,0,0,0,0,0,0,0,0,0,0,109.8209423,0,0,0,0,0,680.8898422,0
7/15/75,MD10,1120.173611,0,0,0,0,0,0,0,0,0,0,219.6418846,0,0,0,0,0,65.89256538,0
7/15/75,MD7,1383.743873,0,0,0,0,21.96418846,0,0,109.8209423,0,0,329.4628269,0,0,0,0,0,241.606073,0
7/15/75,P12,15946.00082,0,0,0,0,241.606073,21.96418846,0,439.2837692,0,0,878.5675384,0,0,0,0,0,0,0
7/15/75,P8,3602.126907,0,0,0,65.89256538,0,43.92837692,0,153.7493192,0,0,175.7135077,0,0,0,0,0,197.6776961,0
7/16/75,D15,1427.67225,0,0,0,21.96418846,43.92837692,0,0,65.89256538,0,0,219.6418846,0,0,0,0,0,1098.209423,0
7/16/75,D19,790.7107845,0,0,0,0,0,0,0,65.89256538,0,0,197.6776961,0,0,0,0,0,1229.994554,0
7/16/75,D24,2328.203977,0,0,0,0,0,0,0,395.3553923,0,0,483.2121461,0,0,0,0,0,746.7824076,0
7/16/75,D26,900.5317268,0,0,0,21.96418846,0,0,0,109.8209423,0,0,263.5702615,0,0,0,0,0,461.2479576,0
7/16/75,D4,3382.485023,0,0,0,0,21.96418846,0,0,21.96418846,0,0,856.6033499,0,0,0,0,0,131.7851308,0
7/17/75,D12,2811.416123,0,0,0,0,0,0,0,87.85675384,0,0,571.0688999,0,0,0,0,0,175.7135077,0
7/17/75,D6,1208.030365,0,0,0,0,0,0,0,21.96418846,0,0,109.8209423,0,0,0,0,0,0,0
7/17/75,D7,3711.94785,0,0,0,0,21.96418846,0,0,0,0,0,680.8898422,0,0,0,0,0,43.92837692,0
7/17/75,D8,3272.66408,0,0,0,0,0,0,0,65.89256538,0,0,285.53445,0,0,0,0,0,65.89256538,0
7/17/75,D9,3843.73298,0,0,0,0,0,0,0,43.92837692,0,0,351.4270153,0,0,0,0,0,197.6776961,0
8/12/75,C10,1823.027642,0,0,0,0,527.140523,0,0,175.7135077,0,0,944.4601037,0,0,0,0,0,0,0
8/12/75,C3,263.5702615,0,0,0,0,0,0,0,175.7135077,0,0,1317.851308,0,0,0,0,0,0,0
8/12/75,C7,3865.697169,0,0,0,0,87.85675384,0,0,241.606073,0,0,329.4628269,0,0,0,0,0,197.6776961,0
8/12/75,C9,944.4601037,0,0,0,0,0,0,0,0,0,0,219.6418846,0,0,0,0,0,87.85675384,0
8/12/75,D28A,966.4242922,0,0,0,0,0,43.92837692,0,21.96418846,0,0,87.85675384,0,0,0,0,0,131.7851308,0
8/12/75,MD10,505.1763346,0,0,0,0,21.96418846,43.92837692,0,43.92837692,0,0,219.6418846,0,0,0,0,0,43.92837692,0
8/12/75,MD7,571.0688999,0,0,0,0,0,0,0,21.96418846,0,0,263.5702615,0,0,0,0,0,0,0
8/12/75,P12,4041.410676,0,0,0,0,373.3912038,21.96418846,0,219.6418846,0,0,263.5702615,0,0,0,0,0,65.89256538,0
8/12/75,P8,4261.052561,0,0,0,0,0,0,0,65.89256538,0,0,87.85675384,0,0,0,0,0,0,0
8/13/75,D15,878.5675384,0,0,0,0,0,0,0,21.96418846,0,0,87.85675384,0,0,0,0,0,0,0
8/13/75,D19,395.3553923,0,0,0,0,65.89256538,0,0,87.85675384,0,0,0,0,0,0,0,0,0,0
8/13/75,D24,241.606073,0,0,0,0,0,0,0,21.96418846,0,0,373.3912038,0,0,0,0,0,0,0
8/13/75,D26,373.3912038,0,0,0,0,0,0,0,0,0,0,131.7851308,0,0,0,0,0,87.85675384,0
8/13/75,D4,593.0330884,0,0,0,0,0,0,0,0,0,0,109.8209423,0,0,0,0,0,0,0
