agency_cd,site_no,sample_dt,sample_tm,sample_start_time_datum_cd_reported,remark_cd_NO3_NO2_mg_L,result_va_NO3_NO2_mg_L,rpt_lev_va_NO3_NO2_mg_L,rpt_lev_cd_NO3_NO2_mg_L,remark_cd_NH4_mg_L,result_va_NH4_mg_L,rpt_lev_va_NH4_mg_L,rpt_lev_cd_NH4_mg_L,remark_cd_OrthoP_mg_L,result_va_OrthoP_mg_L,rpt_lev_va_OrthoP_L,rpt_lev_cd_OrthoP_mg_L,remark_cd_NO2_mg_L,result_va_NO2_mg_L,rpt_lev_va_NO2_mg_L,rpt_lev_cd_NO2_mg_L,remark_cd_TDN_mg_L,result_va_TDN_mg_L,rpt_lev_va_TDN_mg_L,rpt_lev_cd_TDN_mg_L,remark_cd_Chla_ugL,result_va_Chla_ugL,rpt_lev_va_Chla_ugL,rpt_lev_cd_Chla_ugL,remark_cd_Phaeo_ugL,result_va_Phaeo_ugL,rpt_lev_va_Phaeo_ugL,rpt_lev_cd_Phaeo_ugL,remark_cd_DOC_mgL,result_va_DOC_mgL,rpt_lev_va_DOC_mgL,rpt_lev_cd_DOC_mgL,remark_cd_A254_nm,result_va_A254_nm,rpt_lev_va_A254_nm,rpt_lev_cd_A254_nm,remark_cd_SUVA,result_va_SUVA,rpt_lev_va_SUVA,rpt_lev_cd_SUVA
USGS,11447650,2013-01-22,13:30:00,PST,NA,0.19,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.03,0.004,LT-MDL,NA,0.002,0.001,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,0.23,LT-MDL,NA,0.06,0.005,LT-MDL,NA,2.9,NA,NA
USGS,11447650,2013-01-22,13:33:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-02-05,12:40:00,PST,NA,0.15,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.03,0.004,LT-MDL,NA,0.001,0.001,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,0.23,LT-MDL,NA,0.06,0.005,LT-MDL,NA,3,NA,NA
USGS,11447650,2013-02-05,12:43:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-02-19,09:50:00,PST,NA,0.14,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.02,0.004,LT-MDL,NA,0.002,0.001,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,0.23,LT-MDL,NA,0.05,0.005,LT-MDL,NA,2.6,NA,NA
USGS,11447650,2013-03-12,11:30:00,PDT,NA,0.21,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.02,0.004,LT-MDL,<,0.001,0.001,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,0.23,LT-MDL,NA,0.04,0.005,LT-MDL,NA,2.6,NA,NA
USGS,11447650,2013-03-12,11:33:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-03-28,11:28:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-04-01,13:03:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-04-02,13:13:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-04-03,13:18:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-04-04,13:43:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-04-05,09:48:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-04-11,11:00:00,PDT,NA,0.15,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.03,0.004,LT-MDL,NA,0.002,0.001,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,0.23,LT-MDL,NA,0.06,0.005,LT-MDL,NA,3.4,NA,NA
USGS,11447650,2013-04-11,11:03:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-04-26,10:58:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-05-07,11:38:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-05-16,11:30:00,PDT,NA,0.07,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.03,0.004,LT-MDL,NA,0.002,0.001,LT-MDL,NA,0.18,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,0.23,LT-MDL,NA,0.05,0.005,LT-MDL,NA,3.1,NA,NA
USGS,11447650,2013-05-30,11:00:00,PDT,NA,0.12,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.04,0.004,LT-MDL,NA,0.003,0.001,LT-MDL,NA,0.27,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,0.23,LT-MDL,NA,0.03,0.005,LT-MDL,NA,1.8,NA,NA
USGS,11447650,2013-06-04,12:30:00,PDT,NA,0.06,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.04,0.004,LT-MDL,NA,0.002,0.001,LT-MDL,NA,0.24,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,0.23,LT-MDL,NA,0.05,0.005,LT-MDL,NA,2.9,NA,NA
USGS,11447650,2013-06-13,11:28:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-06-26,12:00:00,PDT,NA,0.06,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.03,0.004,LT-MDL,NA,0.002,0.001,LT-MDL,NA,0.14,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,0.23,LT-MDL,NA,0.04,0.005,LT-MDL,NA,2.6,NA,NA
USGS,11447650,2013-07-11,12:08:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-07-29,12:30:00,PDT,<,0.04,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.03,0.004,LT-MDL,<,0.001,0.001,LT-MDL,NA,0.1,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,0.23,LT-MDL,NA,0.04,0.005,LT-MDL,NA,2.5,NA,NA
USGS,11447650,2013-07-29,12:33:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.3,LRL,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2013-08-12,13:30:00,PDT,<,0.04,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.02,0.004,LT-MDL,<,0.001,0.001,LT-MDL,NA,0.1,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.23,LT-MDL,NA,0.04,0.005,LT-MDL,NA,2.9,NA,NA
USGS,11447650,2013-10-23,13:00:00,PDT,NA,0.07,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.02,0.004,LT-MDL,NA,0.001,0.001,LT-MDL,NA,0.13,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,0.23,LT-MDL,NA,0.03,0.005,LT-MDL,NA,2,NA,NA
USGS,11447650,2013-12-06,13:30:00,PST,NA,0.1,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.04,0.004,LT-MDL,NA,0.002,0.001,LT-MDL,NA,0.25,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,0.23,LT-MDL,NA,0.06,0.005,LT-MDL,NA,2.8,NA,NA
USGS,11447650,2014-01-22,11:40:00,PST,NA,0.11,0.04,LT-MDL,NA,0.6,0.01,LT-MDL,NA,0.08,0.004,LT-MDL,NA,0.002,0.001,LT-MDL,NA,0.81,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,0.23,LT-MDL,NA,0.04,0.005,LT-MDL,NA,2,NA,NA
USGS,11447650,2014-01-28,12:00:00,PST,NA,0.16,0.04,LT-MDL,NA,0.06,0.01,LT-MDL,NA,0.02,0.004,LT-MDL,NA,0.002,0.001,LT-MDL,NA,0.23,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,0.23,LT-MDL,NA,0.041,0.005,LT-MDL,NA,2.4,NA,NA
USGS,11447650,2014-02-06,10:15:00,PST,NA,0.09,0.04,LT-MDL,NA,1.03,0.01,LT-MDL,NA,0.13,0.004,LT-MDL,NA,NA,NA,NA,NA,1.37,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2014-02-06,13:45:00,PST,NA,0.09,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.03,0.004,LT-MDL,NA,NA,NA,NA,NA,0.22,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2014-02-13,11:30:00,PST,NA,0.67,0.04,LT-MDL,NA,0.02,0.01,LT-MDL,NA,0.03,0.004,LT-MDL,NA,0.009,0.001,LT-MDL,NA,1,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,0.23,LT-MDL,NA,0.16,0.005,LT-MDL,NA,3.7,NA,NA
USGS,11447650,2014-02-20,11:00:00,PST,NA,0.31,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.05,0.004,LT-MDL,NA,0.004,0.001,LT-MDL,NA,0.52,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,0.23,LT-MDL,NA,0.1,0.005,LT-MDL,NA,3.2,NA,NA
USGS,11447650,2014-03-14,10:30:00,PST,NA,0.28,0.04,LT-MDL,<,0.01,0.01,LT-MDL,NA,0.04,0.004,LT-MDL,NA,NA,NA,NA,NA,0.52,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2014-03-20,11:00:00,PDT,NA,0.24,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.04,0.004,LT-MDL,NA,0.003,0.001,LT-MDL,NA,0.4,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,0.23,LT-MDL,NA,0.07,0.005,LT-MDL,NA,2.5,NA,NA
USGS,11447650,2014-04-15,12:00:00,PDT,NA,0.05,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.03,0.004,LT-MDL,NA,0.001,0.001,LT-MDL,NA,0.16,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,0.23,LT-MDL,NA,0.05,0.005,LT-MDL,NA,2.3,NA,NA
USGS,11447650,2014-04-17,16:30:00,PST,NA,0.04,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.03,0.004,LT-MDL,NA,NA,NA,NA,NA,0.17,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2014-05-13,10:30:00,PDT,<,0.04,0.04,LT-MDL,NA,0.02,0.01,LT-MDL,NA,0.02,0.004,LT-MDL,NA,0.002,0.001,LT-MDL,NA,0.11,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,0.23,LT-MDL,NA,0.04,0.005,LT-MDL,NA,2.4,NA,NA
USGS,11447650,2014-05-21,09:15:00,PST,<,0.04,0.04,LT-MDL,NA,0.74,0.01,LT-MDL,NA,0.08,0.004,LT-MDL,NA,NA,NA,NA,NA,0.88,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2014-05-28,11:30:00,PDT,<,0.04,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.02,0.004,LT-MDL,NA,0.001,0.001,LT-MDL,NA,0.15,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.23,LT-MDL,NA,0.04,0.005,LT-MDL,NA,2.4,NA,NA
USGS,11447650,2014-06-03,12:00:00,PDT,<,0.04,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.02,0.004,LT-MDL,NA,0.001,0.001,LT-MDL,NA,0.15,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,0.23,LT-MDL,NA,0.04,0.005,LT-MDL,NA,2.5,NA,NA
USGS,11447650,2014-06-30,10:30:00,PDT,<,0.04,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.02,0.004,LT-MDL,NA,0.001,0.001,LT-MDL,NA,0.15,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,0.23,LT-MDL,NA,0.04,0.005,LT-MDL,NA,2.8,NA,NA
USGS,11447650,2014-07-24,10:00:00,PDT,NA,0.09,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.02,0.004,LT-MDL,NA,0.001,0.001,LT-MDL,NA,0.12,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,0.23,LT-MDL,NA,0.03,0.005,LT-MDL,NA,2.3,NA,NA
USGS,11447650,2014-08-13,12:00:00,PDT,<,0.04,0.04,LT-MDL,NA,0.01,0.01,LT-MDL,NA,0.03,0.004,LT-MDL,<,0.001,0.001,LT-MDL,NA,0.16,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,0.23,LT-MDL,NA,0.05,0.005,LT-MDL,NA,3.3,NA,NA
USGS,11447650,2014-10-16,10:40:00,PDT,NA,0.04,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.02,0.004,DLDQC,<,0.001,0.001,DLDQC,NA,0.12,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,0.23,DLDQC,NA,0.03,0.005,LT-MDL,NA,2.6,NA,NA
USGS,11447650,2014-11-20,12:15:00,PST,NA,0.2,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.05,0.004,DLDQC,NA,NA,NA,NA,NA,0.31,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2014-12-09,12:00:00,PST,NA,0.42,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.04,0.004,DLDQC,NA,0.007,0.001,DLDQC,NA,0.67,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,0.23,DLDQC,NA,0.19,0.005,LT-MDL,NA,4.3,NA,NA
USGS,11447650,2014-12-16,13:30:00,PST,NA,0.4,0.04,DLDQC,NA,0.05,0.01,DLDQC,NA,0.07,0.004,DLDQC,NA,NA,NA,NA,NA,0.81,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-01-14,11:30:00,PST,NA,0.4,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.05,0.004,DLDQC,NA,0.005,0.001,DLDQC,NA,0.54,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,0.23,DLDQC,NA,0.05,0.005,LT-MDL,NA,2.8,NA,NA
USGS,11447650,2015-01-15,10:15:00,PST,NA,0.41,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.04,0.004,DLDQC,NA,NA,NA,NA,NA,0.56,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-01-27,10:30:00,PST,NA,0.26,0.04,DLDQC,<,0.01,0.01,DLDQC,NA,0.04,0.004,DLDQC,NA,0.002,0.001,DLDQC,NA,0.4,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,0.23,DLDQC,NA,0.04,0.005,LT-MDL,NA,2.5,NA,NA
USGS,11447650,2015-02-19,12:30:00,PST,NA,0.27,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.04,0.004,DLDQC,NA,NA,NA,NA,NA,0.45,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-02-20,10:20:00,PST,NA,0.25,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.04,0.004,DLDQC,NA,0.003,0.001,DLDQC,NA,0.44,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.23,DLDQC,NA,0.09,0.005,LT-MDL,NA,3.3,NA,NA
USGS,11447650,2015-02-25,09:30:00,PST,NA,0.24,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.04,0.004,DLDQC,NA,0.003,0.001,DLDQC,NA,1.36,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,0.23,DLDQC,NA,0.07,0.005,LT-MDL,NA,2.9,NA,NA
USGS,11447650,2015-03-16,09:50:00,PDT,NA,0.08,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.03,0.004,DLDQC,NA,0.002,0.001,DLDQC,NA,0.2,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,0.23,DLDQC,NA,0.04,0.005,LT-MDL,NA,2.6,NA,NA
USGS,11447650,2015-03-19,12:15:00,PST,NA,0.13,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.03,0.004,DLDQC,NA,NA,NA,NA,NA,0.28,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-04-09,11:31:00,PST,NA,0.09,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.03,0.004,DLDQC,NA,NA,NA,NA,NA,0.24,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-04-09,12:30:00,PDT,NA,0.09,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.03,0.004,DLDQC,NA,NA,NA,NA,NA,0.2,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-04-09,12:32:00,PDT,NA,0.08,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.03,0.004,DLDQC,NA,NA,NA,NA,NA,0.23,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-04-27,11:30:00,PDT,NA,0.08,0.04,DLDQC,NA,0.03,0.01,DLDQC,NA,0.04,0.004,DLDQC,NA,0.003,0.001,DLDQC,NA,0.23,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.23,DLDQC,NA,0.05,0.005,LT-MDL,NA,2.5,NA,NA
USGS,11447650,2015-05-08,10:30:00,PDT,<,0.04,0.04,DLDQC,NA,0.26,0.01,DLDQC,NA,0.05,0.004,DLDQC,NA,0.001,0.001,DLDQC,NA,0.41,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,0.23,DLDQC,NA,0.04,0.005,LT-MDL,NA,2.3,NA,NA
USGS,11447650,2015-05-19,10:30:00,PDT,NA,0.09,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.03,0.004,DLDQC,NA,0.001,0.001,DLDQC,NA,0.19,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.23,DLDQC,NA,0.22,0.005,LT-MDL,NA,12.9,NA,NA
USGS,11447650,2015-05-21,11:01:00,PST,NA,0.146,0.04,DLDQC,NA,0.5,0.01,DLDQC,NA,0.079,0.004,DLDQC,NA,NA,NA,NA,NA,0.78,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-06-04,11:00:00,PDT,<,0.04,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.03,0.004,DLDQC,NA,0.001,0.001,DLDQC,NA,0.12,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0.23,DLDQC,NA,0.04,0.005,LT-MDL,NA,2.8,NA,NA
USGS,11447650,2015-06-16,12:01:00,PST,<,0.04,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.03,0.004,DLDQC,NA,NA,NA,NA,NA,0.15,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-06-16,13:00:00,PDT,<,0.04,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.03,0.004,DLDQC,<,0.001,0.001,DLDQC,NA,0.13,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,0.23,DLDQC,NA,0.04,0.005,LT-MDL,NA,2.5,NA,NA
USGS,11447650,2015-06-16,13:02:00,PDT,<,0.04,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.03,0.004,DLDQC,NA,NA,NA,NA,NA,0.31,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-07-07,11:30:00,PST,<,0.04,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.02,0.004,DLDQC,NA,NA,NA,NA,NA,0.14,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-08-20,11:15:00,PST,<,0.04,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.02,0.004,DLDQC,NA,NA,NA,NA,NA,0.18,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-08-31,10:30:00,PDT,<,0.04,0.04,DLDQC,NA,0.02,0.01,DLDQC,NA,0.04,0.004,DLDQC,<,0.001,0.001,DLDQC,NA,0.19,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,0.23,DLDQC,NA,0.05,0.005,LT-MDL,NA,2.9,NA,NA
USGS,11447650,2015-09-17,11:45:00,PST,<,0.04,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.03,0.004,DLDQC,<,0.001,0.001,DLDQC,NA,0.15,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-10-27,10:30:00,PST,NA,0.06,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.03,0.004,DLDQC,NA,0.001,0.001,DLDQC,NA,0.21,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-10-29,10:30:00,PDT,NA,0.09,0.04,DLDQC,<,0.01,0.01,DLDQC,NA,0.03,0.004,DLDQC,<,0.001,0.001,DLDQC,NA,0.19,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,0.23,DLDQC,NA,0.03,0.005,LT-MDL,NA,2.4,NA,NA
USGS,11447650,2015-11-19,09:00:00,PST,NA,0.12,0.04,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.001,DLDQC,NA,1.4,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2015-12-09,10:00:00,PST,NA,0.14,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.03,0.004,DLDQC,NA,0.002,0.001,DLDQC,NA,0.26,0.05,DLDQC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,0.23,DLDQC,NA,0.04,0.005,LT-MDL,NA,2.8,NA,NA
USGS,11447650,2015-12-15,11:00:00,PST,NA,0.25,0.04,DLDQC,NA,0.01,0.01,DLDQC,NA,0.04,0.004,DLDQC,NA,0.004,0.001,DLDQC,NA,0.46,0.05,DLDQC,NA,2.6,0.1,MRL,NA,3.2,0.1,MRL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
